ternary_level,r,M,y,A,t_min,parity_word,ternary_path,status,reverse_odd_steps,reverse_exponent_sum,reverse_exponents,smaller_family_constant,smaller_family_slope,minimum_represented_n
0,825671,1048576,3766219,4782969,0,11101011111111101000,,TERNARY_SPLIT,,,,,,825671
1,825671,3145728,3766219,14348907,0,11101011111111101000,0,REVERSE_MERGE,15,21,"[4,2,1,1,1,1,1,1,1,1,2,2,1,1,1]",550447,2097152,825671
1,1874247,3145728,8549188,14348907,0,11101011111111101000,1,TERNARY_SPLIT,,,,,,1874247
2,1874247,9437184,8549188,43046721,0,11101011111111101000,10,OPEN,,,,,,1874247
2,5019975,9437184,22898095,43046721,0,11101011111111101000,11,OPEN,,,,,,5019975
2,8165703,9437184,37247002,43046721,0,11101011111111101000,12,OPEN,,,,,,8165703
1,2922823,3145728,13332157,14348907,0,11101011111111101000,2,TERNARY_SPLIT,,,,,,2922823
2,2922823,9437184,13332157,43046721,0,11101011111111101000,20,OPEN,,,,,,2922823
2,6068551,9437184,27681064,43046721,0,11101011111111101000,21,REVERSE_MERGE,16,23,"[4,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",5394267,8388608,6068551
2,9214279,9437184,42029971,43046721,0,11101011111111101000,22,OPEN,,,,,,9214279
0,170311,1048576,6991771,43046721,0,11101011111111101110,,TERNARY_SPLIT,,,,,,170311
1,170311,3145728,6991771,129140163,0,11101011111111101110,0,TERNARY_SPLIT,,,,,,170311
2,170311,9437184,6991771,387420489,0,11101011111111101110,00,REVERSE_MERGE,18,23,"[2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",151387,8388608,170311
2,3316039,9437184,136131934,387420489,0,11101011111111101110,01,OPEN,,,,,,3316039
2,6461767,9437184,265272097,387420489,0,11101011111111101110,02,OPEN,,,,,,6461767
1,1218887,3145728,50038492,129140163,0,11101011111111101110,1,REVERSE_MERGE,17,21,"[2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1]",812591,2097152,1218887
1,2267463,3145728,93085213,129140163,0,11101011111111101110,2,TERNARY_SPLIT,,,,,,2267463
2,2267463,9437184,93085213,387420489,0,11101011111111101110,20,OPEN,,,,,,2267463
2,5413191,9437184,222225376,387420489,0,11101011111111101110,21,OPEN,,,,,,5413191
2,8558919,9437184,351365539,387420489,0,11101011111111101110,22,OPEN,,,,,,8558919
0,694599,1048576,85545395,129140163,0,11101011111111101111,,TERNARY_SPLIT,,,,,,694599
1,694599,3145728,85545395,387420489,0,11101011111111101111,0,TERNARY_SPLIT,,,,,,694599
2,694599,9437184,85545395,1162261467,0,11101011111111101111,00,OPEN,,,,,,694599
2,3840327,9437184,472965884,1162261467,0,11101011111111101111,01,OPEN,,,,,,3840327
2,6986055,9437184,860386373,1162261467,0,11101011111111101111,02,OPEN,,,,,,6986055
1,1743175,3145728,214685558,387420489,0,11101011111111101111,1,TERNARY_SPLIT,,,,,,1743175
2,1743175,9437184,214685558,1162261467,0,11101011111111101111,10,OPEN,,,,,,1743175
2,4888903,9437184,602106047,1162261467,0,11101011111111101111,11,REVERSE_MERGE,19,23,"[1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",4345691,8388608,4888903
2,8034631,9437184,989526536,1162261467,0,11101011111111101111,12,OPEN,,,,,,8034631
1,2791751,3145728,343825721,387420489,0,11101011111111101111,2,REVERSE_MERGE,18,21,"[1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1]",1861167,2097152,2791751
0,432455,1048576,5917817,14348907,0,11101011111111101100,,TERNARY_SPLIT,,,,,,432455
1,432455,3145728,5917817,43046721,0,11101011111111101100,0,REVERSE_MERGE,16,21,"[3,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1]",288303,2097152,432455
1,1481031,3145728,20266724,43046721,0,11101011111111101100,1,TERNARY_SPLIT,,,,,,1481031
2,1481031,9437184,20266724,129140163,0,11101011111111101100,10,OPEN,,,,,,1481031
2,4626759,9437184,63313445,129140163,0,11101011111111101100,11,OPEN,,,,,,4626759
2,7772487,9437184,106360166,129140163,0,11101011111111101100,12,OPEN,,,,,,7772487
1,2529607,3145728,34615631,43046721,0,11101011111111101100,2,TERNARY_SPLIT,,,,,,2529607
2,2529607,9437184,34615631,129140163,0,11101011111111101100,20,REVERSE_MERGE,17,23,"[3,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",2248539,8388608,2529607
2,5675335,9437184,77662352,129140163,0,11101011111111101100,21,OPEN,,,,,,5675335
2,8821063,9437184,120709073,129140163,0,11101011111111101100,22,OPEN,,,,,,8821063
0,956743,1048576,39276812,43046721,0,11101011111111101101,,TERNARY_SPLIT,,,,,,956743
1,956743,3145728,39276812,129140163,0,11101011111111101101,0,TERNARY_SPLIT,,,,,,956743
2,956743,9437184,39276812,387420489,0,11101011111111101101,00,OPEN,,,,,,956743
2,4102471,9437184,168416975,387420489,0,11101011111111101101,01,OPEN,,,,,,4102471
2,7248199,9437184,297557138,387420489,0,11101011111111101101,02,REVERSE_MERGE,18,23,"[1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",6442843,8388608,7248199
1,2005319,3145728,82323533,129140163,0,11101011111111101101,1,REVERSE_MERGE,17,21,"[1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1]",1336879,2097152,2005319
1,3053895,3145728,125370254,129140163,0,11101011111111101101,2,TERNARY_SPLIT,,,,,,3053895
2,3053895,9437184,125370254,387420489,0,11101011111111101101,20,OPEN,,,,,,3053895
2,6199623,9437184,254510417,387420489,0,11101011111111101101,21,OPEN,,,,,,6199623
2,9345351,9437184,383650580,387420489,0,11101011111111101101,22,OPEN,,,,,,9345351
0,104775,1048576,477928,4782969,0,11101011111111100010,,REVERSE_MERGE,9,12,"[2,2,2,1,1,1,1,1,1]",99455,995328,104775
0,629063,1048576,8608238,14348907,0,11101011111111100011,,REVERSE_MERGE,10,12,"[1,1,2,2,1,1,1,1,1,1]",597119,995328,629063
0,366919,1048576,557890,1594323,0,11101011111111100000,,REVERSE_MERGE,8,12,"[4,2,1,1,1,1,1,1]",348287,995328,366919
0,891207,1048576,4065155,4782969,0,11101011111111100001,,REVERSE_MERGE,9,12,"[1,3,2,1,1,1,1,1,1]",845951,995328,891207
0,235847,1048576,1075799,4782969,0,11101011111111100100,,REVERSE_MERGE,9,12,"[3,1,2,1,1,1,1,1,1]",223871,995328,235847
0,760135,1048576,10401851,14348907,0,11101011111111100101,,REVERSE_MERGE,10,12,"[1,2,1,2,1,1,1,1,1,1]",721535,995328,760135
0,497991,1048576,6814624,14348907,0,11101011111111100110,,REVERSE_MERGE,10,12,"[2,1,1,2,1,1,1,1,1,1]",472703,995328,497991
0,1022279,1048576,41967233,43046721,0,11101011111111100111,,REVERSE_MERGE,11,12,"[1,1,1,1,2,1,1,1,1,1,1]",970367,995328,1022279
0,22855,1048576,34753,1594323,0,11101011111111000010,,REVERSE_MERGE,8,12,"[2,3,2,1,1,1,1,1]",21695,995328,22855
0,547143,1048576,2495744,4782969,0,11101011111111000011,,REVERSE_MERGE,9,12,"[1,1,3,2,1,1,1,1,1]",519359,995328,547143
0,284999,1048576,433334,1594323,0,11101011111111000001,,REVERSE_MERGE,8,12,"[1,4,2,1,1,1,1,1]",270527,995328,284999
0,153927,1048576,702130,4782969,0,11101011111111000110,,REVERSE_MERGE,9,12,"[2,1,2,2,1,1,1,1,1]",146111,995328,153927
0,678215,1048576,9280844,14348907,0,11101011111111000111,,REVERSE_MERGE,10,12,"[1,1,1,2,2,1,1,1,1,1]",643775,995328,678215
0,416071,1048576,632624,1594323,0,11101011111111000100,,REVERSE_MERGE,8,12,"[3,2,2,1,1,1,1,1]",394943,995328,416071
0,940359,1048576,4289357,4782969,0,11101011111111000101,,REVERSE_MERGE,9,12,"[1,2,2,2,1,1,1,1,1]",892607,995328,940359
0,88391,1048576,134398,1594323,0,11101011111111001000,,REVERSE_MERGE,8,12,"[4,1,2,1,1,1,1,1]",83903,995328,88391
0,612679,1048576,2794679,4782969,0,11101011111111001001,,REVERSE_MERGE,9,12,"[1,3,1,2,1,1,1,1,1]",581567,995328,612679
0,350535,1048576,4796810,14348907,0,11101011111111001011,,REVERSE_MERGE,10,12,"[1,1,2,1,2,1,1,1,1,1]",332735,995328,350535
0,874823,1048576,3990421,4782969,0,11101011111111001010,,REVERSE_MERGE,9,12,"[2,2,1,2,1,1,1,1,1]",830399,995328,874823
0,219463,1048576,3003196,14348907,0,11101011111111001110,,REVERSE_MERGE,10,12,"[2,1,1,1,2,1,1,1,1,1]",208319,995328,219463
0,743751,1048576,30532949,43046721,0,11101011111111001111,,REVERSE_MERGE,11,12,"[1,1,1,1,1,2,1,1,1,1,1]",705983,995328,743751
0,481607,1048576,6590423,14348907,0,11101011111111001101,,REVERSE_MERGE,10,12,"[1,2,1,1,2,1,1,1,1,1]",457151,995328,481607
0,1005895,1048576,4588292,4782969,0,11101011111111001100,,REVERSE_MERGE,9,12,"[3,1,1,2,1,1,1,1,1]",954815,995328,1005895
0,55623,1048576,761179,14348907,0,11101011111111010110,,TERNARY_SPLIT,,,,,,55623
1,55623,3145728,761179,43046721,0,11101011111111010110,0,TERNARY_SPLIT,,,,,,55623
2,55623,9437184,761179,129140163,0,11101011111111010110,00,OPEN,,,,,,55623
2,3201351,9437184,43807900,129140163,0,11101011111111010110,01,OPEN,,,,,,3201351
2,6347079,9437184,86854621,129140163,0,11101011111111010110,02,OPEN,,,,,,6347079
1,1104199,3145728,15110086,43046721,0,11101011111111010110,1,TERNARY_SPLIT,,,,,,1104199
2,1104199,9437184,15110086,129140163,0,11101011111111010110,10,OPEN,,,,,,1104199
2,4249927,9437184,58156807,129140163,0,11101011111111010110,11,OPEN,,,,,,4249927
2,7395655,9437184,101203528,129140163,0,11101011111111010110,12,REVERSE_MERGE,17,23,"[2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",6573915,8388608,7395655
1,2152775,3145728,29458993,43046721,0,11101011111111010110,2,REVERSE_MERGE,16,21,"[2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1]",1435183,2097152,2152775
0,579911,1048576,23806898,43046721,0,11101011111111010111,,TERNARY_SPLIT,,,,,,579911
1,579911,3145728,23806898,129140163,0,11101011111111010111,0,REVERSE_MERGE,17,21,"[1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1]",386607,2097152,579911
1,1628487,3145728,66853619,129140163,0,11101011111111010111,1,TERNARY_SPLIT,,,,,,1628487
2,1628487,9437184,66853619,387420489,0,11101011111111010111,10,OPEN,,,,,,1628487
2,4774215,9437184,195993782,387420489,0,11101011111111010111,11,OPEN,,,,,,4774215
2,7919943,9437184,325133945,387420489,0,11101011111111010111,12,OPEN,,,,,,7919943
1,2677063,3145728,109900340,129140163,0,11101011111111010111,2,TERNARY_SPLIT,,,,,,2677063
2,2677063,9437184,109900340,387420489,0,11101011111111010111,20,REVERSE_MERGE,18,23,"[1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",2379611,8388608,2677063
2,5822791,9437184,239040503,387420489,0,11101011111111010111,21,OPEN,,,,,,5822791
2,8968519,9437184,368180666,387420489,0,11101011111111010111,22,OPEN,,,,,,8968519
0,317767,1048576,4348406,14348907,0,11101011111111010101,,TERNARY_SPLIT,,,,,,317767
1,317767,3145728,4348406,43046721,0,11101011111111010101,0,TERNARY_SPLIT,,,,,,317767
2,317767,9437184,4348406,129140163,0,11101011111111010101,00,REVERSE_MERGE,17,23,"[1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",282459,8388608,317767
2,3463495,9437184,47395127,129140163,0,11101011111111010101,01,OPEN,,,,,,3463495
2,6609223,9437184,90441848,129140163,0,11101011111111010101,02,OPEN,,,,,,6609223
1,1366343,3145728,18697313,43046721,0,11101011111111010101,1,REVERSE_MERGE,16,21,"[1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1]",910895,2097152,1366343
1,2414919,3145728,33046220,43046721,0,11101011111111010101,2,TERNARY_SPLIT,,,,,,2414919
2,2414919,9437184,33046220,129140163,0,11101011111111010101,20,OPEN,,,,,,2414919
2,5560647,9437184,76092941,129140163,0,11101011111111010101,21,OPEN,,,,,,5560647
2,8706375,9437184,119139662,129140163,0,11101011111111010101,22,OPEN,,,,,,8706375
0,842055,1048576,3840953,4782969,0,11101011111111010100,,TERNARY_SPLIT,,,,,,842055
1,842055,3145728,3840953,14348907,0,11101011111111010100,0,TERNARY_SPLIT,,,,,,842055
2,842055,9437184,3840953,43046721,0,11101011111111010100,00,OPEN,,,,,,842055
2,3987783,9437184,18189860,43046721,0,11101011111111010100,01,OPEN,,,,,,3987783
2,7133511,9437184,32538767,43046721,0,11101011111111010100,02,OPEN,,,,,,7133511
1,1890631,3145728,8623922,14348907,0,11101011111111010100,1,TERNARY_SPLIT,,,,,,1890631
2,1890631,9437184,8623922,43046721,0,11101011111111010100,10,OPEN,,,,,,1890631
2,5036359,9437184,22972829,43046721,0,11101011111111010100,11,REVERSE_MERGE,16,23,"[3,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",4476763,8388608,5036359
2,8182087,9437184,37321736,43046721,0,11101011111111010100,12,OPEN,,,,,,8182087
1,2939207,3145728,13406891,14348907,0,11101011111111010100,2,REVERSE_MERGE,15,21,"[3,2,2,1,1,1,1,1,1,1,2,2,1,1,1]",1959471,2097152,2939207
0,186695,1048576,2554793,14348907,0,11101011111111010011,,TERNARY_SPLIT,,,,,,186695
1,186695,3145728,2554793,43046721,0,11101011111111010011,0,REVERSE_MERGE,16,21,"[1,1,3,2,1,1,1,1,1,1,1,2,2,1,1,1]",124463,2097152,186695
1,1235271,3145728,16903700,43046721,0,11101011111111010011,1,TERNARY_SPLIT,,,,,,1235271
2,1235271,9437184,16903700,129140163,0,11101011111111010011,10,OPEN,,,,,,1235271
2,4380999,9437184,59950421,129140163,0,11101011111111010011,11,OPEN,,,,,,4380999
2,7526727,9437184,102997142,129140163,0,11101011111111010011,12,OPEN,,,,,,7526727
1,2283847,3145728,31252607,43046721,0,11101011111111010011,2,TERNARY_SPLIT,,,,,,2283847
2,2283847,9437184,31252607,129140163,0,11101011111111010011,20,OPEN,,,,,,2283847
2,5429575,9437184,74299328,129140163,0,11101011111111010011,21,OPEN,,,,,,5429575
2,8575303,9437184,117346049,129140163,0,11101011111111010011,22,REVERSE_MERGE,17,23,"[1,1,3,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",7622491,8388608,8575303
0,710983,1048576,3243082,4782969,0,11101011111111010010,,TERNARY_SPLIT,,,,,,710983
1,710983,3145728,3243082,14348907,0,11101011111111010010,0,TERNARY_SPLIT,,,,,,710983
2,710983,9437184,3243082,43046721,0,11101011111111010010,00,OPEN,,,,,,710983
2,3856711,9437184,17591989,43046721,0,11101011111111010010,01,REVERSE_MERGE,16,23,"[2,3,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",3428187,8388608,3856711
2,7002439,9437184,31940896,43046721,0,11101011111111010010,02,OPEN,,,,,,7002439
1,1759559,3145728,8026051,14348907,0,11101011111111010010,1,REVERSE_MERGE,15,21,"[2,3,2,1,1,1,1,1,1,1,2,2,1,1,1]",1173039,2097152,1759559
1,2808135,3145728,12809020,14348907,0,11101011111111010010,2,TERNARY_SPLIT,,,,,,2808135
2,2808135,9437184,12809020,43046721,0,11101011111111010010,20,OPEN,,,,,,2808135
2,5953863,9437184,27157927,43046721,0,11101011111111010010,21,OPEN,,,,,,5953863
2,9099591,9437184,41506834,43046721,0,11101011111111010010,22,OPEN,,,,,,9099591
0,448839,1048576,2047340,4782969,0,11101011111111010001,,TERNARY_SPLIT,,,,,,448839
1,448839,3145728,2047340,14348907,0,11101011111111010001,0,TERNARY_SPLIT,,,,,,448839
2,448839,9437184,2047340,43046721,0,11101011111111010001,00,OPEN,,,,,,448839
2,3594567,9437184,16396247,43046721,0,11101011111111010001,01,OPEN,,,,,,3594567
2,6740295,9437184,30745154,43046721,0,11101011111111010001,02,OPEN,,,,,,6740295
1,1497415,3145728,6830309,14348907,0,11101011111111010001,1,TERNARY_SPLIT,,,,,,1497415
2,1497415,9437184,6830309,43046721,0,11101011111111010001,10,REVERSE_MERGE,16,23,"[1,4,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",1331035,8388608,1497415
2,4643143,9437184,21179216,43046721,0,11101011111111010001,11,OPEN,,,,,,4643143
2,7788871,9437184,35528123,43046721,0,11101011111111010001,12,OPEN,,,,,,7788871
1,2545991,3145728,11613278,14348907,0,11101011111111010001,2,REVERSE_MERGE,15,21,"[1,4,2,1,1,1,1,1,1,1,2,2,1,1,1]",1697327,2097152,2545991
0,973127,1048576,1479608,1594323,0,11101011111111010000,,REVERSE_MERGE,2,2,"[1,1]",657603,708588,973127
0,121159,1048576,4973957,43046721,0,11101011111111011011,,TERNARY_SPLIT,,,,,,121159
1,121159,3145728,4973957,129140163,0,11101011111111011011,0,TERNARY_SPLIT,,,,,,121159
2,121159,9437184,4973957,387420489,0,11101011111111011011,00,OPEN,,,,,,121159
2,3266887,9437184,134114120,387420489,0,11101011111111011011,01,REVERSE_MERGE,18,23,"[1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",2903899,8388608,3266887
2,6412615,9437184,263254283,387420489,0,11101011111111011011,02,OPEN,,,,,,6412615
1,1169735,3145728,48020678,129140163,0,11101011111111011011,1,REVERSE_MERGE,17,21,"[1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1]",779823,2097152,1169735
1,2218311,3145728,91067399,129140163,0,11101011111111011011,2,TERNARY_SPLIT,,,,,,2218311
2,2218311,9437184,91067399,387420489,0,11101011111111011011,20,OPEN,,,,,,2218311
2,5364039,9437184,220207562,387420489,0,11101011111111011011,21,OPEN,,,,,,5364039
2,8509767,9437184,349347725,387420489,0,11101011111111011011,22,OPEN,,,,,,8509767
0,645447,1048576,8832439,14348907,0,11101011111111011010,,TERNARY_SPLIT,,,,,,645447
1,645447,3145728,8832439,43046721,0,11101011111111011010,0,TERNARY_SPLIT,,,,,,645447
2,645447,9437184,8832439,129140163,0,11101011111111011010,00,OPEN,,,,,,645447
2,3791175,9437184,51879160,129140163,0,11101011111111011010,01,OPEN,,,,,,3791175
2,6936903,9437184,94925881,129140163,0,11101011111111011010,02,OPEN,,,,,,6936903
1,1694023,3145728,23181346,43046721,0,11101011111111011010,1,TERNARY_SPLIT,,,,,,1694023
2,1694023,9437184,23181346,129140163,0,11101011111111011010,10,OPEN,,,,,,1694023
2,4839751,9437184,66228067,129140163,0,11101011111111011010,11,OPEN,,,,,,4839751
2,7985479,9437184,109274788,129140163,0,11101011111111011010,12,REVERSE_MERGE,17,23,"[2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",7098203,8388608,7985479
1,2742599,3145728,37530253,43046721,0,11101011111111011010,2,REVERSE_MERGE,16,21,"[2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1]",1828399,2097152,2742599
0,383303,1048576,1748404,4782969,0,11101011111111011000,,TERNARY_SPLIT,,,,,,383303
1,383303,3145728,1748404,14348907,0,11101011111111011000,0,REVERSE_MERGE,15,21,"[4,1,2,1,1,1,1,1,1,1,2,2,1,1,1]",255535,2097152,383303
1,1431879,3145728,6531373,14348907,0,11101011111111011000,1,TERNARY_SPLIT,,,,,,1431879
2,1431879,9437184,6531373,43046721,0,11101011111111011000,10,OPEN,,,,,,1431879
2,4577607,9437184,20880280,43046721,0,11101011111111011000,11,OPEN,,,,,,4577607
2,7723335,9437184,35229187,43046721,0,11101011111111011000,12,OPEN,,,,,,7723335
1,2480455,3145728,11314342,14348907,0,11101011111111011000,2,TERNARY_SPLIT,,,,,,2480455
2,2480455,9437184,11314342,43046721,0,11101011111111011000,20,OPEN,,,,,,2480455
2,5626183,9437184,25663249,43046721,0,11101011111111011000,21,REVERSE_MERGE,16,23,"[4,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",5001051,8388608,5626183
2,8771911,9437184,40012156,43046721,0,11101011111111011000,22,OPEN,,,,,,8771911
0,907591,1048576,12419666,14348907,0,11101011111111011001,,TERNARY_SPLIT,,,,,,907591
1,907591,3145728,12419666,43046721,0,11101011111111011001,0,TERNARY_SPLIT,,,,,,907591
2,907591,9437184,12419666,129140163,0,11101011111111011001,00,REVERSE_MERGE,17,23,"[1,3,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",806747,8388608,907591
2,4053319,9437184,55466387,129140163,0,11101011111111011001,01,OPEN,,,,,,4053319
2,7199047,9437184,98513108,129140163,0,11101011111111011001,02,OPEN,,,,,,7199047
1,1956167,3145728,26768573,43046721,0,11101011111111011001,1,REVERSE_MERGE,16,21,"[1,3,1,2,1,1,1,1,1,1,1,2,2,1,1,1]",1304111,2097152,1956167
1,3004743,3145728,41117480,43046721,0,11101011111111011001,2,TERNARY_SPLIT,,,,,,3004743
2,3004743,9437184,41117480,129140163,0,11101011111111011001,20,OPEN,,,,,,3004743
2,6150471,9437184,84164201,129140163,0,11101011111111011001,21,OPEN,,,,,,6150471
2,9296199,9437184,127210922,129140163,0,11101011111111011001,22,OPEN,,,,,,9296199
0,252231,1048576,31064390,129140163,0,11101011111111011111,,TERNARY_SPLIT,,,,,,252231
1,252231,3145728,31064390,387420489,0,11101011111111011111,0,TERNARY_SPLIT,,,,,,252231
2,252231,9437184,31064390,1162261467,0,11101011111111011111,00,OPEN,,,,,,252231
2,3397959,9437184,418484879,1162261467,0,11101011111111011111,01,OPEN,,,,,,3397959
2,6543687,9437184,805905368,1162261467,0,11101011111111011111,02,OPEN,,,,,,6543687
1,1300807,3145728,160204553,387420489,0,11101011111111011111,1,TERNARY_SPLIT,,,,,,1300807
2,1300807,9437184,160204553,1162261467,0,11101011111111011111,10,OPEN,,,,,,1300807
2,4446535,9437184,547625042,1162261467,0,11101011111111011111,11,REVERSE_MERGE,19,23,"[1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",3952475,8388608,4446535
2,7592263,9437184,935045531,1162261467,0,11101011111111011111,12,OPEN,,,,,,7592263
1,2349383,3145728,289344716,387420489,0,11101011111111011111,2,REVERSE_MERGE,18,21,"[1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1]",1566255,2097152,2349383
0,776519,1048576,31878157,43046721,0,11101011111111011110,,TERNARY_SPLIT,,,,,,776519
1,776519,3145728,31878157,129140163,0,11101011111111011110,0,REVERSE_MERGE,17,21,"[2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1]",517679,2097152,776519
1,1825095,3145728,74924878,129140163,0,11101011111111011110,1,TERNARY_SPLIT,,,,,,1825095
2,1825095,9437184,74924878,387420489,0,11101011111111011110,10,OPEN,,,,,,1825095
2,4970823,9437184,204065041,387420489,0,11101011111111011110,11,OPEN,,,,,,4970823
2,8116551,9437184,333205204,387420489,0,11101011111111011110,12,OPEN,,,,,,8116551
1,2873671,3145728,117971599,129140163,0,11101011111111011110,2,TERNARY_SPLIT,,,,,,2873671
2,2873671,9437184,117971599,387420489,0,11101011111111011110,20,OPEN,,,,,,2873671
2,6019399,9437184,247111762,387420489,0,11101011111111011110,21,OPEN,,,,,,6019399
2,9165127,9437184,376251925,387420489,0,11101011111111011110,22,REVERSE_MERGE,18,23,"[2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",8146779,8388608,9165127
0,514375,1048576,21116477,43046721,0,11101011111111011101,,TERNARY_SPLIT,,,,,,514375
1,514375,3145728,21116477,129140163,0,11101011111111011101,0,TERNARY_SPLIT,,,,,,514375
2,514375,9437184,21116477,387420489,0,11101011111111011101,00,OPEN,,,,,,514375
2,3660103,9437184,150256640,387420489,0,11101011111111011101,01,OPEN,,,,,,3660103
2,6805831,9437184,279396803,387420489,0,11101011111111011101,02,REVERSE_MERGE,18,23,"[1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1]",6049627,8388608,6805831
1,1562951,3145728,64163198,129140163,0,11101011111111011101,1,REVERSE_MERGE,17,21,"[1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1]",1041967,2097152,1562951
1,2611527,3145728,107209919,129140163,0,11101011111111011101,2,TERNARY_SPLIT,,,,,,2611527
2,2611527,9437184,107209919,387420489,0,11101011111111011101,20,OPEN,,,,,,2611527
2,5757255,9437184,236350082,387420489,0,11101011111111011101,21,OPEN,,,,,,5757255
2,8902983,9437184,365490245,387420489,0,11101011111111011101,22,OPEN,,,,,,8902983
0,1038663,1048576,14213279,14348907,0,11101011111111011100,,TERNARY_SPLIT,,,,,,1038663
1,1038663,3145728,14213279,43046721,0,11101011111111011100,0,TERNARY_SPLIT,,,,,,1038663
2,1038663,9437184,14213279,129140163,0,11101011111111011100,00,OPEN,,,,,,1038663
2,4184391,9437184,57260000,129140163,0,11101011111111011100,01,OPEN,,,,,,4184391
2,7330119,9437184,100306721,129140163,0,11101011111111011100,02,OPEN,,,,,,7330119
1,2087239,3145728,28562186,43046721,0,11101011111111011100,1,TERNARY_SPLIT,,,,,,2087239
